Gene	Product
ylbE	DUF1116 domain-containing protein YlbE
ylbF	DUF2877 domain-containing protein YlbF
ylbG	putative DNA-binding transcriptional regulator
ylcG	uncharacterized protein YlcG
ylcH	uncharacterized protein YlcH
ylcI	DUF3950 domain-containing protein YlcI
ylcJ	protein YlcJ
yldA	protein YldA
yliI	aldose sugar dehydrogenase YliI
yliM	protein YliM
yljB	protein YljB
ymcE	protein YmcE
ymcF	protein YmcF
ymdA	uncharacterized protein YmdA
ymdB	2'-O-acetyl-ADP-ribose deacetylase, regulator of
ymdF	stress-induced bacterial acidophilic repeat
ymdG	protein YmdG
ymfA	putative inner membrane protein YmfA
ymfD	putative SAM-dependent methyltransferase YmfD
ymfE	uncharacterized protein YmfE
ymfH	putative protein YmfH
ymfI	uncharacterized protein YmfI
ymfJ	uncharacterized protein YmfJ
ymfK	putative repressor protein YmfK
ymfL	uncharacterized protein YmfL
ymfM	cell division inhibitor YmfM
ymfN	chimeric replication protein/phage terminase
ymfQ	DUF2313 domain-containing protein YmfQ
ymfR	IPR020297 domain-containing protein YmfR
ymfT	putative DNA-binding transcriptional regulator
ymgA	putative two-component system connector protein
ymgC	protein YmgC
ymgD	PF16456 family protein YmgD
ymgE	PF04226 family protein YmgE
ymgF	division septum component YmgF
ymgG	PF13436 family protein YmgG
ymgI	uncharacterized protein YmgI
ymgJ	uncharacterized protein YmgJ
ymgK	protein YmgK
ymgL	protein YmgL
ymgM	protein YmgM
ymgN	protein YmgN
ymiA	uncharacterized protein YmiA
ymiB	putative protein YmiB
ymiC	protein YmiC
ymiD	protein YmiD
ymjA	DUF2543 domain-containing protein YmjA
ymjC	putative uncharacterized protein YmjC
ymjD	uncharacterized protein YmjD
ymjE	protein YmjE
ynaA	putative prophage tail length tape measure
ynaE	uncharacterized protein YnaE
ynaI	small conductance mechanosensitive channel YnaI
ynaJ	DUF2534 domain-containing protein YnaJ
ynaK	ParB-like nuclease domain-containing protein
ynaL	protein YnaL
ynaM	protein YnaM
ynaN	protein YnaN
ynbA	CDP-alcohol phosphatidyltransferase
ynbB	putative CDP-diglyceride synthase
ynbC	hydrolase/methyltransferase domain-containing
ynbD	phosphatase domain-containing protein YnbD
ynbE	putative intermembrane phospholipid transport
ynbG	uncharacterized protein YnbG
yncE	PQQ-like domain-containing protein YncE
yncG	putative glutathione S-transferase YncG
yncH	DUF5445 domain-containing protein YncH
yncJ	DUF2554 domain-containing protein YncJ
yncL	uncharacterized protein YncL
yncO	protein YncO
yncP	protein YncP
yneE	PF01062 family inner membrane protein YneE
yneG	DUF4186 domain-containing protein YneG
yneK	protein YneK
yneP	protein YneP
ynfA	putative transporter YnfA
ynfB	DUF1283 domain-containing protein YnfB
ynfC	PF06788 family lipoprotein YnfC
ynfD	DUF1161 domain-containing protein YnfD
ynfE	putative selenate reductase YnfE
ynfF	putative selenate reductase YnfF
ynfG	putative oxidoreductase YnfG
ynfH	putative menaquinol dehydrogenase
ynfL	putative DNA-binding transcriptional regulator
ynfM	putative transporter YnfM
ynfN	protein YnfN
ynfO	DUF3950 domain-containing protein YnfO
ynfP	protein YnfP
ynfQ	protein YnfQ
ynfR	protein YnfR
ynfS	protein YnfS
ynfT	protein YnfT
ynfU	putative zinc-binding protein YnfU
ynhH	protein YnhH
yniA	putative kinase YniA
yniB	uncharacterized protein YniB
yniD	uncharacterized protein YniD
ynjA	AhpD-like domain-containing protein YnjA
ynjB	putative ABC transporter periplasmic binding
ynjC	putative ABC transporter membrane subunit YnjC
ynjD	putative ABC transporter ATP-binding protein
ynjE	molybdopterin synthase sulfurtransferase
ynjF	CDP-alcohol phosphatidyltransferase
ynjH	DUF1496 domain-containing protein YnjH
ynjI	DUF1266 domain-containing protein YnjI
yoaA	ATP-dependent DNA helicase YoaA
yoaB	RutC family protein YoaB
yoaC	DUF1889 domain-containing protein YoaC
yoaE	TerC family inner membrane protein YoaE
yoaF	DUF333 domain-containing lipoprotein YoaF
yoaG	DUF1869 domain-containing protein YoaG
yoaH	UFP0181 family protein YoaH
yoaI	protein YoaI
yoaJ	uncharacterized protein YoaJ
yoaK	putative membrane protein YoaK
yoaL	protein YoaL
yoaM	protein YoaM
yobA	copper-binding protein
yobB	putative carbon-nitrogen hydrolase family
yobD	DUF986 domain-containing inner membrane protein
yobF	DUF2527 domain-containing protein YobF
yobH	uncharacterized protein YobH
yobI	uncharacterized protein YobI
yodB	putative cytochrome b561 YodB
yodC	protein YodC
yodD	stress-induced protein
yodE	toxic protein YodE
yoeA	CP4-44 prophage; TonB-dependent receptor plug
yoeB	ribosome-dependent mRNA interferase toxin YoeB
yoeF	putative uncharacterized protein YoeF
yoeI	uncharacterized protein YoeI
yoeJ	protein YoeJ
yohC	putative inner membrane protein
yohD	DedA family protein YohD
yohF	putative oxidoreductase YohF
yohJ	putative 3-hydroxypropanoate export protein
yohK	putative 3-hydroxypropanoate export protein
yohO	UPF0387 family protein YohO
yohP	putative membrane protein YohP
yojI	ABC transporter family protein/microcin J25
yojO	uncharacterized protein YojO
ypaB	protein YpaB
ypdC	putative AraC-type DNA-binding transcriptional
ypdE	aminopeptidase YpdE
ypdF	aminopeptidase YpdF
ypdI	colanic acid synthesis putative lipoprotein
ypdJ	putative uncharacterized protein YpdJ
ypdK	putative membrane protein YpdK
ypeA	putative acetyltransferase YpeA
ypeB	PF12843 family protein YpeB
ypeC	DUF2502 domain-containing protein YpeC
ypeD	protein YpeD
ypfG	DUF1176 domain-containing protein YpfG
ypfH	esterase YpfH
ypfJ	uncharacterized protein YpfJ
ypfM	uncharacterized protein YpfM
ypfN	PF13980 family protein YpfN
yphA	putative inner membrane protein
yphB	putative aldose 1-epimerase YphB
yphC	putative zinc-binding dehydrogenase YphC
yphD	putative ABC transporter membrane subunit YphD
yphE	putative ABC transporter ATP-binding protein
yphF	putative ABC transporter periplasmic binding
yphG	DUF5107 domain-containing protein YphG
yphH	putative DNA-binding transcriptional regulator,
ypjA	adhesin-like autotransporter YpjA
ypjB	DUF5508 domain-containing protein YpjB
ypjC	DUF5507 domain-containing protein YpjC
ypjD	cytochrome c assembly family protein
ypjF	toxin of the YpjF-YfjZ toxin-antitoxin system
ypjJ	DUF987 domain-containing protein YpjJ
ypjK	uncharacterized protein YpjK
yqaA	DedA family protein YqaA
yqaB	fructose-1-phosphate phosphatase YqaB
yqaE	Pmp3 family protein YqaE
yqcA	putative flavodoxin YqcA
yqcC	DUF446 domain-containing protein YqcC
yqcE	putative transport protein YqcE
yqcG	cell envelope stress response protein YqcG
yqeA	putative amino acid kinase YqeA
yqeB	XdhC-CoxI family protein YqeB
yqeC	uncharacterized protein YqeC
yqeF	putative acyltransferase
yqeG	putative transporter YqeG
yqeH	putative LuxR family transcriptional regulator
yqeI	putative transcriptional regulator YqeI
yqeJ	protein YqeJ
yqeK	protein YqeK
yqeL	uncharacterized protein YqeL
yqfB	N(4)-acetylcytidine amidohydrolase
yqfG	uncharacterized protein YqfG
yqfH	protein YqfH
yqfI	protein YqfI
yqgA	DUF554 domain-containing protein YqgA
yqgB	acid stress response protein YqgB
yqgC	protein YqgC
yqgD	DUF2684 domain-containing protein YqgD
yqgE	DUF179 domain-containing protein YqgE
yqgF	ribonuclease H-like domain-containing nuclease
yqgG	protein YqgG
yqgH	protein YqgH
yqhA	UPF0114 family protein YqhA
yqhC	DNA-binding transcriptional activator YqhC
yqhD	NADPH-dependent aldehyde reductase YqhD
yqhG	DUF3828 domain-containing protein YqhG
yqhH	lipoprotein YqhH
yqhI	protein YqhI
yqhJ	protein YqhJ
yqiA	esterase YqiA
yqiB	DUF1249 domain-containing protein YqiB
yqiD	protein YqiD
yqiG	putative outer membrane usher protein YqiG
yqiH	putative fimbrial chaperone YqiH
yqiI	putative fimbrial protein YqiI
yqiJ	DUF1449 domain-containing inner membrane protein
yqiK	flotillin family inner membrane protein YqiK
yqiM	protein YqiM
yqjA	DedA family protein YqjA
yqjC	DUF1090 domain-containing protein YqjC
yqjD	ribosome- and membrane-associated DUF883
yqjE	inner membrane protein YqjE
yqjF	DoxX family protein
yqjG	glutathionyl-hydroquinone reductase YqjG
yqjK	PF13997 family protein YqjK
yraH	putative fimbrial protein YraH
yraI	putative fimbrial chaperone YraI
yraJ	putative fimbrial usher protein YraJ
yraK	putative fimbrial adhesin YraK
yraN	PF02021 family protein YraN
yraQ	permease family protein YraQ
yraR	putative nucleoside-diphosphate-sugar epimerase
yrbG	putative transport protein YrbG
yrbL	protein kinase-like domain-containing protein
yrbN	uncharacterized protein YrbN
yrdA	hexapeptide repeat-containing protein YrdA
yrdB	DUF1488 domain-containing protein YrdB
yrdD	putative DNA topoisomerase
yrdG	arfA-derived small regulatory RNA
yrfG	purine nucleotidase
yrfJ	protein YrfJ
yrhA	putative uncharacterized protein YrhA
yrhB	putative heat shock chaperone
yrhD	uncharacterized protein YrhD
yriA	protein YriA
yriB	protein YriB
ysaA	putative electron transport protein YsaA
ysaB	putative lipoprotein YsaB
ysaE	protein YsaE
ysdD	protein YsdD
ysdE	protein YsdE
ysgA	putative dienelactone hydrolase
ysgD	protein YsgD
yshB	uncharacterized protein YshB
ytcA	putative lipoprotein YtcA
ytcB	protein YtcB
ytfB	cell division protein YtfB
ytfE	[Fe-S] cluster repair protein YtfE
ytfF	inner membrane protein YtfF
ytfH	putative transcriptional regulator YtfH
ytfI	protein YtfI
ytfJ	PF09695 family protein YtfJ
ytfK	stringent response modulator YtfK
ytfP	gamma-glutamylamine cyclotransferase family
ytfQ	galactofuranose ABC transporter periplasmic
ytfR	galactofuranose ABC transporter putative ATP
ytfT	galactofuranose ABC transporter putative
ytgA	protein YtgA
ytgB	protein YtgB
ythA	uncharacterized protein YthA
ythB	protein YthB
ytiA	uncharacterized protein YtiA
ytiB	protein YtiB
ytiC	protein YtiC
ytiD	protein YtiD
ytiE	protein YtiE
ytjA	DUF1328 domain-containing protein YtjA
ytjB	putative inner membrane protein Smp
ytjC	putative phosphatase
ytjE	protein YtjE
yzcX	protein YzcX
yzgL	putative uncharacterized protein YzgL
zapA	cell division protein ZapA
zapB	cell division factor ZapB
zapC	cell division protein ZapC
zapD	cell division factor ZapD
zapE	cell division protein ZapE
zbiJ	small regulatory RNA ZbiJ
zinT	metal-binding protein ZinT
zipA	cell division protein ZipA
zitB	Zn(2(+))/Cd(2(+))/Ni(2(+))/Cu(2(+)) exporter
zntA	Zn(2(+))/Cd(2(+))/Pb(2(+)) exporting P-type
zntB	Zn(2(+)):H(+) symporter
zntR	DNA-binding transcriptional activator ZntR
znuA	Zn(2(+)) ABC transporter periplasmic binding
znuB	Zn(2(+)) ABC transporter membrane subunit
znuC	Zn(2(+)) ABC transporter ATP binding subunit
zraP	signaling pathway modulator ZraP
zraR	DNA-binding transcriptional activator ZraR
zraS	sensor histidine kinase ZraS
zupT	divalent metal ion transporter ZupT
zur	DNA-binding transcriptional repressor Zur
zwf	NADP(+)-dependent glucose-6-phosphate
